id,title,context,question,answers,selfcheckscore,model_output0
121,ایران خودرو,ایران خودرو با نام تجاری ایکو، شرکت خودروسازی ایرانی است که دفتر مرکزی آن در تهران قرار دارد و در مرداد ۱۳۴۱ برادران خیامی آن را بنیان نهادند. این شرکت نخست ایران ناسیونال نام داشت و نخستین گروه تولیدات آن، گونه‌ای اتوبوس بود. در سال ۱۳۴۵، با قراردادی با شرکت روتس انگلستان، ایران ناسیونال برنامه‌ریزی تولید پیکان را انجام داد و از ۲۴ اردیبهشت ۱۳۴۶ کارخانهٔ ویژهٔ آن گشایش یافت و ساخت انبوه آن کلید خورد.  انواع کامیون، اتوبوس، مینی‌بوس و آمبولانس نیز در این سال‌ها با همکاری دایملربنز در این شرکت تولید می‌شد. در دههٔ ۱۳۶۰، این شرکت با توجه به آشفتگی اقتصادی ایران، تا نزدیکی تعطیلی کامل پیش رفت که با اعلام آمادگی پژو برای همکاری، ایران خودرو دچار تحولی بزرگ شد.  بسیاری از کارشناسان ایرانی باور دارند که با نبود سرپرستی درست، ایران خودرو از شرکتی خودکفا به یک ابزار فروش برای شرکت‌های خارجی تبدیل شده‌است. با این وجود، این شرکت دو خودروی کاملاً اختصاصی سمند (۲۰۰۲) و دنا (۲۰۱۵) را تولید کرده‌است. سمند محصول سال ۲۰۰۲، نخستین خودروی ملی ایران نامیده شد.,سمند چندمین خودروی ملی ایران است؟,"{'text': ['نخستین'], 'answer_start': [183]}",0.8630439639091492,۲۰۰۲
122,ایران خودرو,ایران خودرو با نام تجاری ایکو، شرکت خودروسازی ایرانی است که دفتر مرکزی آن در تهران قرار دارد و در مرداد ۱۳۴۱ برادران خیامی آن را بنیان نهادند. این شرکت نخست ایران ناسیونال نام داشت و نخستین گروه تولیدات آن، گونه‌ای اتوبوس بود. در سال ۱۳۴۵، با قراردادی با شرکت روتس انگلستان، ایران ناسیونال برنامه‌ریزی تولید پیکان را انجام داد و از ۲۴ اردیبهشت ۱۳۴۶ کارخانهٔ ویژهٔ آن گشایش یافت و ساخت انبوه آن کلید خورد.  انواع کامیون، اتوبوس، مینی‌بوس و آمبولانس نیز در این سال‌ها با همکاری دایملربنز در این شرکت تولید می‌شد. در دههٔ ۱۳۶۰، این شرکت با توجه به آشفتگی اقتصادی ایران، تا نزدیکی تعطیلی کامل پیش رفت که با اعلام آمادگی پژو برای همکاری، ایران خودرو دچار تحولی بزرگ شد.  بسیاری از کارشناسان ایرانی باور دارند که با نبود سرپرستی درست، ایران خودرو از شرکتی خودکفا به یک ابزار فروش برای شرکت‌های خارجی تبدیل شده‌است. با این وجود، این شرکت دو خودروی کاملاً اختصاصی سمند (۲۰۰۲) و دنا (۲۰۱۵) را تولید کرده‌است. سمند محصول سال ۲۰۰۲، نخستین خودروی ملی ایران نامیده شد.,شرکت دایملربنز با همکاری ایران خودرو چه چیزی تولید می کند؟,"{'text': ['انواع کامیون، اتوبوس، مینی\u200cبوس و آمبولانس'], 'answer_start': [406]}",0.10552657395601273,اتوبوس
123,ایران خودرو,ایران خودرو با نام تجاری ایکو، شرکت خودروسازی ایرانی است که دفتر مرکزی آن در تهران قرار دارد و در مرداد ۱۳۴۱ برادران خیامی آن را بنیان نهادند. این شرکت نخست ایران ناسیونال نام داشت و نخستین گروه تولیدات آن، گونه‌ای اتوبوس بود. در سال ۱۳۴۵، با قراردادی با شرکت روتس انگلستان، ایران ناسیونال برنامه‌ریزی تولید پیکان را انجام داد و از ۲۴ اردیبهشت ۱۳۴۶ کارخانهٔ ویژهٔ آن گشایش یافت و ساخت انبوه آن کلید خورد.  انواع کامیون، اتوبوس، مینی‌بوس و آمبولانس نیز در این سال‌ها با همکاری دایملربنز در این شرکت تولید می‌شد. در دههٔ ۱۳۶۰، این شرکت با توجه به آشفتگی اقتصادی ایران، تا نزدیکی تعطیلی کامل پیش رفت که با اعلام آمادگی پژو برای همکاری، ایران خودرو دچار تحولی بزرگ شد.  بسیاری از کارشناسان ایرانی باور دارند که با نبود سرپرستی درست، ایران خودرو از شرکتی خودکفا به یک ابزار فروش برای شرکت‌های خارجی تبدیل شده‌است. با این وجود، این شرکت دو خودروی کاملاً اختصاصی سمند (۲۰۰۲) و دنا (۲۰۱۵) را تولید کرده‌است. سمند محصول سال ۲۰۰۲، نخستین خودروی ملی ایران نامیده شد.,ایران ناسیونال اسم کدام شرکت بود؟,"{'text': ['ایران خودرو'], 'answer_start': [0]}",0.9626888632774353,این شرکت نخست
124,ایران خودرو,ایران خودرو با نام تجاری ایکو، شرکت خودروسازی ایرانی است که دفتر مرکزی آن در تهران قرار دارد و در مرداد ۱۳۴۱ برادران خیامی آن را بنیان نهادند. این شرکت نخست ایران ناسیونال نام داشت و نخستین گروه تولیدات آن، گونه‌ای اتوبوس بود. در سال ۱۳۴۵، با قراردادی با شرکت روتس انگلستان، ایران ناسیونال برنامه‌ریزی تولید پیکان را انجام داد و از ۲۴ اردیبهشت ۱۳۴۶ کارخانهٔ ویژهٔ آن گشایش یافت و ساخت انبوه آن کلید خورد.  انواع کامیون، اتوبوس، مینی‌بوس و آمبولانس نیز در این سال‌ها با همکاری دایملربنز در این شرکت تولید می‌شد. در دههٔ ۱۳۶۰، این شرکت با توجه به آشفتگی اقتصادی ایران، تا نزدیکی تعطیلی کامل پیش رفت که با اعلام آمادگی پژو برای همکاری، ایران خودرو دچار تحولی بزرگ شد.  بسیاری از کارشناسان ایرانی باور دارند که با نبود سرپرستی درست، ایران خودرو از شرکتی خودکفا به یک ابزار فروش برای شرکت‌های خارجی تبدیل شده‌است. با این وجود، این شرکت دو خودروی کاملاً اختصاصی سمند (۲۰۰۲) و دنا (۲۰۱۵) را تولید کرده‌است. سمند محصول سال ۲۰۰۲، نخستین خودروی ملی ایران نامیده شد.,کدام شرکت در پیشرفت ایران خودرو نقش داشت؟,"{'text': ['پژو'], 'answer_start': [616]}",0.9912331700325012,ایران ناسیونال
125,ایران خودرو,ایران خودرو با نام تجاری ایکو، شرکت خودروسازی ایرانی است که دفتر مرکزی آن در تهران قرار دارد و در مرداد ۱۳۴۱ برادران خیامی آن را بنیان نهادند. این شرکت نخست ایران ناسیونال نام داشت و نخستین گروه تولیدات آن، گونه‌ای اتوبوس بود. در سال ۱۳۴۵، با قراردادی با شرکت روتس انگلستان، ایران ناسیونال برنامه‌ریزی تولید پیکان را انجام داد و از ۲۴ اردیبهشت ۱۳۴۶ کارخانهٔ ویژهٔ آن گشایش یافت و ساخت انبوه آن کلید خورد.  انواع کامیون، اتوبوس، مینی‌بوس و آمبولانس نیز در این سال‌ها با همکاری دایملربنز در این شرکت تولید می‌شد. در دههٔ ۱۳۶۰، این شرکت با توجه به آشفتگی اقتصادی ایران، تا نزدیکی تعطیلی کامل پیش رفت که با اعلام آمادگی پژو برای همکاری، ایران خودرو دچار تحولی بزرگ شد.  بسیاری از کارشناسان ایرانی باور دارند که با نبود سرپرستی درست، ایران خودرو از شرکتی خودکفا به یک ابزار فروش برای شرکت‌های خارجی تبدیل شده‌است. با این وجود، این شرکت دو خودروی کاملاً اختصاصی سمند (۲۰۰۲) و دنا (۲۰۱۵) را تولید کرده‌است. سمند محصول سال ۲۰۰۲، نخستین خودروی ملی ایران نامیده شد.,ایران خودرو چه شرکتی است؟,"{'text': ['شرکت خودروسازی ایرانی'], 'answer_start': [31]}",0.9716947674751282,ایکو
126,ایران خودرو,ایران خودرو با نام تجاری ایکو، شرکت خودروسازی ایرانی است که دفتر مرکزی آن در تهران قرار دارد و در مرداد ۱۳۴۱ برادران خیامی آن را بنیان نهادند. این شرکت نخست ایران ناسیونال نام داشت و نخستین گروه تولیدات آن، گونه‌ای اتوبوس بود. در سال ۱۳۴۵، با قراردادی با شرکت روتس انگلستان، ایران ناسیونال برنامه‌ریزی تولید پیکان را انجام داد و از ۲۴ اردیبهشت ۱۳۴۶ کارخانهٔ ویژهٔ آن گشایش یافت و ساخت انبوه آن کلید خورد.  انواع کامیون، اتوبوس، مینی‌بوس و آمبولانس نیز در این سال‌ها با همکاری دایملربنز در این شرکت تولید می‌شد. در دههٔ ۱۳۶۰، این شرکت با توجه به آشفتگی اقتصادی ایران، تا نزدیکی تعطیلی کامل پیش رفت که با اعلام آمادگی پژو برای همکاری، ایران خودرو دچار تحولی بزرگ شد.  بسیاری از کارشناسان ایرانی باور دارند که با نبود سرپرستی درست، ایران خودرو از شرکتی خودکفا به یک ابزار فروش برای شرکت‌های خارجی تبدیل شده‌است. با این وجود، این شرکت دو خودروی کاملاً اختصاصی سمند (۲۰۰۲) و دنا (۲۰۱۵) را تولید کرده‌است. سمند محصول سال ۲۰۰۲، نخستین خودروی ملی ایران نامیده شد.,دنا از تولیدات کدام شرکت می باشد؟,"{'text': ['ایران خودرو'], 'answer_start': [0]}",0.9956881403923035,سمند
127,ایران خودرو,ایران خودرو با نام تجاری ایکو، شرکت خودروسازی ایرانی است که دفتر مرکزی آن در تهران قرار دارد و در مرداد ۱۳۴۱ برادران خیامی آن را بنیان نهادند. این شرکت نخست ایران ناسیونال نام داشت و نخستین گروه تولیدات آن، گونه‌ای اتوبوس بود. در سال ۱۳۴۵، با قراردادی با شرکت روتس انگلستان، ایران ناسیونال برنامه‌ریزی تولید پیکان را انجام داد و از ۲۴ اردیبهشت ۱۳۴۶ کارخانهٔ ویژهٔ آن گشایش یافت و ساخت انبوه آن کلید خورد.  انواع کامیون، اتوبوس، مینی‌بوس و آمبولانس نیز در این سال‌ها با همکاری دایملربنز در این شرکت تولید می‌شد. در دههٔ ۱۳۶۰، این شرکت با توجه به آشفتگی اقتصادی ایران، تا نزدیکی تعطیلی کامل پیش رفت که با اعلام آمادگی پژو برای همکاری، ایران خودرو دچار تحولی بزرگ شد.  بسیاری از کارشناسان ایرانی باور دارند که با نبود سرپرستی درست، ایران خودرو از شرکتی خودکفا به یک ابزار فروش برای شرکت‌های خارجی تبدیل شده‌است. با این وجود، این شرکت دو خودروی کاملاً اختصاصی سمند (۲۰۰۲) و دنا (۲۰۱۵) را تولید کرده‌است. سمند محصول سال ۲۰۰۲، نخستین خودروی ملی ایران نامیده شد.,برنامه ریزی تولید پیکان از چه سالی کلید خورد؟,"{'text': ['۱۳۴۵'], 'answer_start': [234]}",0.049356672912836075,۱۳۴۵
128,ایران خودرو,ایران خودرو با نام تجاری ایکو، شرکت خودروسازی ایرانی است که دفتر مرکزی آن در تهران قرار دارد و در مرداد ۱۳۴۱ برادران خیامی آن را بنیان نهادند. این شرکت نخست ایران ناسیونال نام داشت و نخستین گروه تولیدات آن، گونه‌ای اتوبوس بود. در سال ۱۳۴۵، با قراردادی با شرکت روتس انگلستان، ایران ناسیونال برنامه‌ریزی تولید پیکان را انجام داد و از ۲۴ اردیبهشت ۱۳۴۶ کارخانهٔ ویژهٔ آن گشایش یافت و ساخت انبوه آن کلید خورد.  انواع کامیون، اتوبوس، مینی‌بوس و آمبولانس نیز در این سال‌ها با همکاری دایملربنز در این شرکت تولید می‌شد. در دههٔ ۱۳۶۰، این شرکت با توجه به آشفتگی اقتصادی ایران، تا نزدیکی تعطیلی کامل پیش رفت که با اعلام آمادگی پژو برای همکاری، ایران خودرو دچار تحولی بزرگ شد.  بسیاری از کارشناسان ایرانی باور دارند که با نبود سرپرستی درست، ایران خودرو از شرکتی خودکفا به یک ابزار فروش برای شرکت‌های خارجی تبدیل شده‌است. با این وجود، این شرکت دو خودروی کاملاً اختصاصی سمند (۲۰۰۲) و دنا (۲۰۱۵) را تولید کرده‌است. سمند محصول سال ۲۰۰۲، نخستین خودروی ملی ایران نامیده شد.,دایملربنز در کدام کشور است؟,"{'text': [], 'answer_start': []}",0.9863004684448242,تهران
129,ایران خودرو,ایران خودرو با نام تجاری ایکو، شرکت خودروسازی ایرانی است که دفتر مرکزی آن در تهران قرار دارد و در مرداد ۱۳۴۱ برادران خیامی آن را بنیان نهادند. این شرکت نخست ایران ناسیونال نام داشت و نخستین گروه تولیدات آن، گونه‌ای اتوبوس بود. در سال ۱۳۴۵، با قراردادی با شرکت روتس انگلستان، ایران ناسیونال برنامه‌ریزی تولید پیکان را انجام داد و از ۲۴ اردیبهشت ۱۳۴۶ کارخانهٔ ویژهٔ آن گشایش یافت و ساخت انبوه آن کلید خورد.  انواع کامیون، اتوبوس، مینی‌بوس و آمبولانس نیز در این سال‌ها با همکاری دایملربنز در این شرکت تولید می‌شد. در دههٔ ۱۳۶۰، این شرکت با توجه به آشفتگی اقتصادی ایران، تا نزدیکی تعطیلی کامل پیش رفت که با اعلام آمادگی پژو برای همکاری، ایران خودرو دچار تحولی بزرگ شد.  بسیاری از کارشناسان ایرانی باور دارند که با نبود سرپرستی درست، ایران خودرو از شرکتی خودکفا به یک ابزار فروش برای شرکت‌های خارجی تبدیل شده‌است. با این وجود، این شرکت دو خودروی کاملاً اختصاصی سمند (۲۰۰۲) و دنا (۲۰۱۵) را تولید کرده‌است. سمند محصول سال ۲۰۰۲، نخستین خودروی ملی ایران نامیده شد.,برادران خیامی اهل کجا بودند؟,"{'text': [], 'answer_start': []}",0.9929484128952026,مرداد ۱۳۴۱
130,ایران خودرو,ایران خودرو با نام تجاری ایکو، شرکت خودروسازی ایرانی است که دفتر مرکزی آن در تهران قرار دارد و در مرداد ۱۳۴۱ برادران خیامی آن را بنیان نهادند. این شرکت نخست ایران ناسیونال نام داشت و نخستین گروه تولیدات آن، گونه‌ای اتوبوس بود. در سال ۱۳۴۵، با قراردادی با شرکت روتس انگلستان، ایران ناسیونال برنامه‌ریزی تولید پیکان را انجام داد و از ۲۴ اردیبهشت ۱۳۴۶ کارخانهٔ ویژهٔ آن گشایش یافت و ساخت انبوه آن کلید خورد.  انواع کامیون، اتوبوس، مینی‌بوس و آمبولانس نیز در این سال‌ها با همکاری دایملربنز در این شرکت تولید می‌شد. در دههٔ ۱۳۶۰، این شرکت با توجه به آشفتگی اقتصادی ایران، تا نزدیکی تعطیلی کامل پیش رفت که با اعلام آمادگی پژو برای همکاری، ایران خودرو دچار تحولی بزرگ شد.  بسیاری از کارشناسان ایرانی باور دارند که با نبود سرپرستی درست، ایران خودرو از شرکتی خودکفا به یک ابزار فروش برای شرکت‌های خارجی تبدیل شده‌است. با این وجود، این شرکت دو خودروی کاملاً اختصاصی سمند (۲۰۰۲) و دنا (۲۰۱۵) را تولید کرده‌است. سمند محصول سال ۲۰۰۲، نخستین خودروی ملی ایران نامیده شد.,پزو برای کدام کشور است؟,"{'text': [], 'answer_start': []}",0.992206871509552,اتوبوس بود.
271,پاستای گولاش آمریکایی,پاستای گولاش آمریکایی (که در ایالات متحده آمریکا به گولاش نیز معروف است) غذایی خورش مانند است که در ظروف خوراک پزی سفالی یا شیشه‌ای طبخ می‌شود. این غذا از تنوع بالایی برخوردار است. پاستای گولاش آمریکایی از نسل غذاهای سنتی گولاش مجارستانی می‌باشد اما به جز نام و وجود گوشت گاو هیچ شباهتی با گولاش مجارستانی ندارد. گولاش آمریکایی دارای دستور پخت‌های متعددی می‌باشد. مواد اصلی تشکیل دهنده پاستای گولاش آمریکایی عبارتند از: ماکارونی شکل‌دار، سس گوجه فرنگی و گوشت چرخ‌کرده. در این غذا می‌توان از انواع محصولات گوجه فرنگی که شامل رب گوجه‌فرنگی، سوپ گوجه‌فرنگی و سس گوجه‌فرنگی می‌باشند، استفاده کرد.,شهرت پاستای گولاش آمریکایی چیه؟,"{'text': ['در ایالات متحده آمریکا به گولاش نیز معروف است'], 'answer_start': [26]}",0.3590000867843628,گولاش
272,پاستای گولاش آمریکایی,پاستای گولاش آمریکایی (که در ایالات متحده آمریکا به گولاش نیز معروف است) غذایی خورش مانند است که در ظروف خوراک پزی سفالی یا شیشه‌ای طبخ می‌شود. این غذا از تنوع بالایی برخوردار است. پاستای گولاش آمریکایی از نسل غذاهای سنتی گولاش مجارستانی می‌باشد اما به جز نام و وجود گوشت گاو هیچ شباهتی با گولاش مجارستانی ندارد. گولاش آمریکایی دارای دستور پخت‌های متعددی می‌باشد. مواد اصلی تشکیل دهنده پاستای گولاش آمریکایی عبارتند از: ماکارونی شکل‌دار، سس گوجه فرنگی و گوشت چرخ‌کرده. در این غذا می‌توان از انواع محصولات گوجه فرنگی که شامل رب گوجه‌فرنگی، سوپ گوجه‌فرنگی و سس گوجه‌فرنگی می‌باشند، استفاده کرد.,پاستای گولاش آمریکایی در چه ظرفی پخته میشود؟,"{'text': ['ظروف خوراک پزی سفالی یا شیشه\u200cای'], 'answer_start': [100]}",0.09530141204595566,ظروف خوراک پزی سفالی یا شیشه‌ای
273,پاستای گولاش آمریکایی,پاستای گولاش آمریکایی (که در ایالات متحده آمریکا به گولاش نیز معروف است) غذایی خورش مانند است که در ظروف خوراک پزی سفالی یا شیشه‌ای طبخ می‌شود. این غذا از تنوع بالایی برخوردار است. پاستای گولاش آمریکایی از نسل غذاهای سنتی گولاش مجارستانی می‌باشد اما به جز نام و وجود گوشت گاو هیچ شباهتی با گولاش مجارستانی ندارد. گولاش آمریکایی دارای دستور پخت‌های متعددی می‌باشد. مواد اصلی تشکیل دهنده پاستای گولاش آمریکایی عبارتند از: ماکارونی شکل‌دار، سس گوجه فرنگی و گوشت چرخ‌کرده. در این غذا می‌توان از انواع محصولات گوجه فرنگی که شامل رب گوجه‌فرنگی، سوپ گوجه‌فرنگی و سس گوجه‌فرنگی می‌باشند، استفاده کرد.,پاستای گولاش آمریکایی از چه نسلی است؟,"{'text': ['غذاهای سنتی گولاش مجارستانی می\u200cباشد'], 'answer_start': [210]}",0.58771812915802,نسل غذاهای سنتی گولاش مجارستانی
